pH,Latitude,Longitude,Location,Depth_m,Altitude_m,Salinity_PSU,Temperature_C,Oxygen_mg_L,Turbidity_NTU,Nitrate_mg_L,Chlorophyll_ug_L
7.66,-88.4668,172.976,Caribbean Sea,2309.6,2825.0,39.74,30.32,4.57,73.19,49.12,9.87
8.08,-16.959,-143.0629,Indian Ocean,9875.7,1982.4,39.95,7.07,8.42,72.98,19.58,7.41
7.57,-3.4222,-153.5408,North Pacific Ocean,9410.6,846.5,30.67,31.63,9.87,16.0,12.8,9.44
7.69,80.4209,119.7509,North Pacific Ocean,7200.7,862.9,31.44,6.02,8.63,57.64,49.28,6.51
7.7,-76.232,-92.1692,Norwegian Sea,8892.2,994.5,39.32,26.89,2.84,78.57,49.38,0.33
7.54,33.8679,135.5672,Coral Sea,7793.0,963.0,38.89,26.55,4.65,76.4,37.9,6.46
7.59,-18.9681,-55.4488,North Atlantic Ocean,758.5,733.6,32.3,14.93,4.42,44.59,33.5,5.57
7.92,67.2322,-103.4167,North Atlantic Ocean,8970.8,1467.2,38.14,-0.66,9.08,5.53,38.91,5.86
7.51,28.6953,-63.9411,Bay of Bengal,5044.8,2299.2,36.44,19.74,3.78,55.88,25.85,0.43
7.96,-19.1078,147.0007,Baltic Sea,5577.3,1556.6,33.63,8.59,1.29,61.43,9.03,2.51
8.47,25.1276,86.6382,Bay of Bengal,10765.7,372.7,31.55,22.51,6.22,64.85,24.74,3.92
7.96,-9.64,-165.2964,North Pacific Ocean,10479.4,1959.2,33.5,16.71,5.57,85.87,25.36,9.33
8.31,39.133,176.6829,Baltic Sea,3168.1,1302.6,35.86,9.35,3.57,86.19,42.24,5.03
7.5,52.2297,-103.4628,Gulf of Mexico,4096.4,1668.8,33.32,13.7,9.68,88.38,10.64,1.48
8.24,34.838,-4.3,North Pacific Ocean,277.0,1975.1,37.67,15.88,9.38,67.19,29.83,6.52
7.96,-22.7579,-97.8539,Southern Ocean,4652.9,1119.4,34.7,6.22,6.31,0.65,49.47,2.0
7.79,-83.7311,-80.3082,North Atlantic Ocean,3197.0,898.4,32.4,16.53,1.21,56.19,20.39,8.71
7.5,-65.1074,-154.4087,Bering Sea,501.5,2533.3,38.98,33.61,9.98,28.06,46.31,7.26
8.09,-6.5041,57.5183,Coral Sea,3556.2,2514.0,33.42,25.83,3.91,42.76,21.3,2.17
8.28,15.338,12.0526,North Pacific Ocean,6491.4,1984.2,30.08,28.52,8.61,13.34,47.76,6.54
7.67,-73.1825,59.9231,Bay of Bengal,4319.6,662.9,37.94,-1.57,2.04,68.31,0.75,8.56
8.29,-6.6656,-45.5658,North Pacific Ocean,2552.2,2026.4,31.26,19.19,4.67,60.05,10.25,6.69
8.37,-38.4953,130.9197,Southern Ocean,822.3,1014.2,39.38,9.26,5.57,53.5,30.01,3.66
8.25,-77.7217,11.1706,Indian Ocean,8855.0,1936.0,30.48,24.28,1.61,42.16,49.91,9.58
8.31,-26.3665,165.792,Caribbean Sea,2428.0,234.3,34.01,18.63,1.82,37.77,4.26,0.07
8.17,23.9771,119.8569,North Pacific Ocean,9415.5,-478.8,36.65,27.15,4.62,42.58,10.55,0.75
8.29,49.6833,16.8297,South Atlantic Ocean,4075.5,-64.3,30.95,4.01,2.38,63.21,25.94,2.96
8.37,47.0955,171.5915,Baltic Sea,10227.7,1603.0,38.58,33.26,4.43,18.11,3.75,3.54
8.03,1.9027,-97.443,Baltic Sea,10912.9,997.7,38.38,16.12,8.54,3.02,44.92,6.34
8.33,-72.916,29.4526,South Pacific Ocean,6111.7,734.8,38.56,3.95,3.97,37.15,49.72,3.75
8.29,17.2158,71.2446,Red Sea,5851.2,2596.8,32.93,22.78,8.76,14.35,0.6,7.46
7.69,-80.7711,-151.0582,Indian Ocean,3963.8,108.3,30.81,29.2,1.18,63.91,8.57,2.59
7.79,-13.4901,5.3865,Arabian Sea,9872.8,2541.5,38.09,28.97,4.15,57.34,37.58,1.49
8.38,28.6129,-116.2616,North Atlantic Ocean,3195.8,1239.8,38.81,15.28,9.33,99.66,47.51,6.22
7.9,-67.785,64.5168,Bay of Bengal,6502.7,2914.0,33.26,24.92,6.43,0.66,15.44,2.09
8.5,21.8716,-125.5268,Baltic Sea,6858.1,589.6,35.78,27.23,4.25,63.81,24.59,3.4
8.16,31.1359,102.9072,Arabian Sea,10398.8,2368.2,37.68,6.12,9.2,41.97,41.02,0.99
7.55,70.2891,36.8491,Indian Ocean,4677.9,1308.6,37.57,34.63,5.41,99.12,23.71,8.88
7.89,-50.9825,-122.2271,Bering Sea,2910.4,344.3,31.65,5.63,1.03,65.73,48.8,1.37
8.29,57.4764,41.7472,Caribbean Sea,4035.2,2505.0,34.38,2.8,2.81,74.93,44.99,8.12
7.87,-28.0779,-177.0071,Bay of Bengal,7706.6,1451.3,30.16,27.61,6.28,96.64,30.54,1.63
7.88,-20.1596,-166.7374,North Atlantic Ocean,2543.5,2303.8,36.0,31.09,4.05,11.24,4.88,4.75
7.84,83.7224,-101.2564,Coral Sea,5440.1,1688.0,31.6,14.68,5.42,88.06,3.69,4.63
7.83,1.4692,-43.8655,Arabian Sea,505.7,-249.8,39.28,19.36,3.16,30.03,45.32,5.72
7.69,66.5999,-127.4993,South Pacific Ocean,6705.2,1620.1,32.82,0.58,3.49,38.15,24.76,0.88
7.69,35.7547,103.4999,Indian Ocean,5463.6,-443.4,34.69,14.14,2.27,87.02,6.82,5.69
8.29,-14.5762,-139.7297,Bering Sea,5126.4,2096.3,32.55,23.08,2.29,58.06,29.29,0.4
8.12,-82.2236,-163.8794,Bay of Bengal,2464.0,495.2,35.14,30.89,4.07,57.95,30.0,9.81
7.77,-1.3149,-177.3687,South Atlantic Ocean,7783.0,1077.9,33.32,10.31,8.02,41.1,37.51,7.36
8.28,-22.5966,23.099,Caribbean Sea,9939.9,-40.5,36.15,17.93,9.43,5.39,23.66,7.55
8.1,4.4365,26.9825,Red Sea,3393.6,-47.5,38.86,0.52,5.95,69.84,15.25,2.34
7.98,41.5963,-112.9645,North Pacific Ocean,10860.4,1925.9,38.11,3.97,1.26,79.68,9.89,7.42
8.12,6.6922,-84.9811,Baltic Sea,1199.0,-204.0,33.47,3.01,7.67,74.9,48.44,0.8
7.8,30.8056,100.682,Coral Sea,3074.7,1216.0,31.59,22.02,9.4,80.81,26.72,2.57
8.24,35.9021,141.6166,Baltic Sea,3130.0,1711.7,35.81,20.41,7.12,36.24,30.45,0.43
7.74,50.3004,-62.1218,Baltic Sea,7499.9,898.9,30.55,10.88,8.59,92.49,2.57,3.16
8.06,26.9575,-22.8613,South Atlantic Ocean,984.3,1284.7,35.98,18.31,2.33,97.07,5.01,1.09
8.34,68.5295,-155.2583,Bering Sea,6482.5,2693.6,34.64,25.61,1.88,81.64,37.41,1.61
8.02,-36.0005,124.3017,Norwegian Sea,10231.5,2088.8,33.65,21.59,8.23,79.46,34.41,4.91
8.01,60.4395,56.542,Bering Sea,10167.0,2162.3,31.63,-1.75,6.75,79.15,18.55,2.28
8.15,23.7038,-151.473,Gulf of Mexico,10900.1,2488.3,37.56,4.14,6.12,21.97,16.34,1.33
7.81,20.3966,32.3367,North Pacific Ocean,9198.2,841.6,39.67,21.81,5.53,44.2,43.15,0.98
8.49,-56.4526,-143.1864,South Atlantic Ocean,2898.8,233.5,31.65,32.59,3.99,11.91,46.0,3.01
8.2,61.9311,87.5736,Gulf of Mexico,1816.7,-225.3,33.74,31.26,8.94,47.02,38.44,0.53
7.84,18.2843,-132.5823,Coral Sea,658.7,2120.9,32.27,5.77,2.02,45.49,4.19,3.88
8.13,-57.4495,-11.8743,Red Sea,3627.2,425.0,39.97,6.1,9.49,4.74,45.6,4.34
8.38,-81.04,75.0953,Caribbean Sea,10394.6,1059.7,39.7,4.81,8.52,66.56,17.65,2.59
8.34,-2.419,-114.4051,Caribbean Sea,6200.3,335.4,31.76,17.12,6.21,9.54,11.8,4.03
8.44,-39.1262,-144.3139,Southern Ocean,3778.9,1564.8,32.64,25.87,4.45,60.51,46.63,0.82
7.65,-36.6004,92.41,Coral Sea,65.8,243.9,31.23,28.24,4.84,39.93,37.94,1.2
7.82,-76.1271,85.1452,Caribbean Sea,6328.8,1741.4,36.29,34.83,4.9,78.26,32.06,6.52
8.44,-49.7628,-58.4711,Gulf of Mexico,10617.9,2032.0,34.11,18.17,5.49,96.21,22.37,1.7
8.15,84.1279,-103.3319,North Pacific Ocean,10948.8,-136.2,39.3,-1.64,5.74,46.26,29.0,1.96
8.42,10.7675,151.4456,Gulf of Mexico,6025.9,2675.5,33.29,3.45,1.36,43.42,31.51,7.55
7.75,6.3235,52.3124,Baltic Sea,9101.9,2522.4,34.75,21.78,2.78,18.35,47.12,3.24
8.24,1.0311,12.3171,Norwegian Sea,1312.4,2858.6,37.64,24.69,6.33,6.31,8.28,4.91
8.02,48.4002,-81.8719,North Atlantic Ocean,10903.3,118.8,32.79,23.36,5.63,32.23,36.75,9.7
8.15,31.6807,-48.5301,South Atlantic Ocean,5909.0,2798.6,30.79,24.97,6.76,46.8,19.62,5.03
8.07,-55.4933,-58.3273,Southern Ocean,4248.3,2973.9,35.08,31.65,7.44,77.61,47.1,3.93
8.23,0.2282,163.1126,Baltic Sea,4083.0,863.2,35.3,19.69,3.4,1.37,13.82,4.2
7.71,37.6059,-130.4214,South Atlantic Ocean,8919.5,-165.4,37.3,22.17,8.23,61.17,25.08,5.63
8.48,-8.863,-23.5733,South Atlantic Ocean,10268.0,2631.4,35.76,29.02,3.88,41.11,3.87,7.03
8.01,7.565,-164.3267,Coral Sea,10693.5,125.3,37.67,14.34,4.81,17.09,48.18,6.61
8.32,-75.3797,7.1309,Bering Sea,6575.8,837.3,39.05,13.16,7.9,52.32,17.88,6.56
7.52,-87.8288,123.5523,Bering Sea,5924.7,1268.6,37.31,11.96,8.56,88.6,21.9,3.27
7.65,48.3909,168.4909,Arabian Sea,3291.4,1270.3,38.09,18.91,9.87,15.98,16.03,9.82
7.83,49.5087,-68.449,South Atlantic Ocean,7619.4,1734.1,31.91,-0.29,8.96,86.62,36.38,3.18
8.21,1.5649,-110.922,Bay of Bengal,1610.2,299.5,31.79,32.52,5.77,11.99,49.94,4.49
7.81,56.7506,43.1899,Arabian Sea,10902.4,657.5,33.9,8.64,9.08,92.11,0.54,0.53
8.28,50.7239,-68.9512,Caribbean Sea,9731.5,727.8,31.26,10.9,6.38,95.99,41.88,9.83
7.63,-25.6053,-144.1985,South Pacific Ocean,6796.4,485.1,35.29,34.31,1.77,68.02,30.48,6.12
7.94,-1.669,-105.8561,Bering Sea,4735.9,2977.0,35.98,31.33,2.75,7.55,9.87,3.86
7.82,-4.6207,-172.2837,South Pacific Ocean,9384.8,2508.4,32.99,28.85,6.23,46.02,3.82,8.19
7.6,-86.4824,138.5498,South Atlantic Ocean,6714.2,2462.5,39.95,34.47,5.36,46.74,2.81,0.53
8.23,-89.961,-44.7752,South Atlantic Ocean,9915.4,843.8,37.84,17.27,9.21,23.68,20.63,8.33
8.38,60.9086,100.5308,South Pacific Ocean,3994.0,1427.5,37.63,11.69,8.95,85.99,39.22,2.25
8.37,86.003,55.8251,North Atlantic Ocean,9382.8,-271.8,36.43,2.15,6.71,6.61,8.0,7.77
7.77,46.1073,-110.4148,South Atlantic Ocean,45.5,144.4,32.29,25.09,1.73,26.6,24.05,4.19
8.47,-77.1203,-37.5871,North Atlantic Ocean,2031.0,2937.1,32.01,12.54,3.68,6.03,2.96,8.07
8.3,19.5633,-19.6301,Arabian Sea,8655.1,982.6,31.63,19.14,2.43,17.6,14.76,0.8
7.74,22.6685,54.3345,Red Sea,8542.6,1185.9,37.84,4.33,1.83,22.71,28.64,3.13
8.38,-41.5716,153.6688,North Atlantic Ocean,4938.2,1451.9,33.57,6.9,5.55,88.6,24.2,4.97
7.69,-2.2741,-111.4897,Arabian Sea,1913.7,2614.8,32.13,16.77,5.64,2.65,13.53,4.67
7.65,-87.7014,-34.7198,Bay of Bengal,563.2,2617.4,39.03,25.08,5.15,48.57,8.49,3.46
8.38,-5.728,-107.1673,Gulf of Mexico,3629.6,2153.9,38.21,10.58,1.33,29.32,15.15,3.1
8.42,-41.4731,116.7605,Bering Sea,7015.4,1492.0,30.25,33.21,1.76,91.11,7.21,3.57
7.95,-50.9577,85.0067,South Atlantic Ocean,4317.2,1408.4,32.82,26.6,6.26,0.73,40.28,1.29
8.15,85.3903,117.2289,Southern Ocean,9475.0,1448.9,34.23,5.8,4.65,19.5,49.04,5.97
7.82,31.142,98.4312,Bering Sea,1215.7,2332.7,32.14,23.05,2.55,80.0,7.11,0.84
8.27,70.6512,-170.2376,Arabian Sea,2450.2,2976.0,34.66,19.22,5.48,53.06,1.32,8.01
8.34,-63.8039,-84.3234,Indian Ocean,8073.3,142.8,35.44,12.42,8.56,34.97,39.53,7.03
7.7,-48.6994,-52.7494,Norwegian Sea,7333.5,2575.6,35.2,11.09,4.24,71.92,14.08,3.1
8.19,76.8359,108.7959,Gulf of Mexico,4961.6,2023.9,34.91,25.29,1.33,89.7,9.19,1.17
8.39,-39.4179,126.7154,Coral Sea,10215.1,825.4,38.5,12.47,5.23,34.05,37.04,7.38
8.27,68.2685,-10.618,Baltic Sea,504.3,457.9,30.07,25.66,2.07,36.8,31.86,9.56
8.29,43.0467,175.0447,North Pacific Ocean,1049.6,-136.9,30.39,11.06,3.49,69.9,15.1,6.85
7.73,-83.2019,10.8784,Arabian Sea,289.3,55.7,38.73,18.68,2.36,61.24,47.69,1.66
8.33,-62.6353,3.2972,Gulf of Mexico,6737.3,1488.5,37.8,6.64,5.02,69.98,5.13,2.03
8.01,10.382,13.1674,Southern Ocean,1267.9,-117.2,37.38,3.61,1.03,63.66,28.86,4.76
7.51,75.0699,85.7317,North Atlantic Ocean,9306.0,1861.3,32.71,17.28,5.89,12.72,13.56,7.12
8.17,13.7103,-44.4218,Coral Sea,6117.1,1440.4,30.96,4.01,3.69,10.83,47.13,4.25
8.28,35.7639,146.3354,Coral Sea,1891.1,1303.8,32.52,28.06,9.2,65.21,44.69,8.15
8.28,31.2936,17.8165,Caribbean Sea,7312.9,649.6,39.21,27.0,1.6,12.31,2.28,0.6
8.43,-69.4975,-25.1755,Arabian Sea,7794.3,1663.2,33.18,26.64,3.11,8.52,37.31,5.98
7.59,59.2897,-91.4024,Arabian Sea,10312.9,-144.3,35.86,19.84,2.19,32.07,49.52,9.98
7.69,41.7601,-47.9472,Norwegian Sea,1692.5,1955.8,35.43,-1.25,3.75,90.75,37.75,3.51
8.43,-32.3811,57.5166,South Pacific Ocean,2977.9,2634.4,30.43,12.15,6.67,72.53,5.54,3.85
8.25,-7.0848,170.5659,Red Sea,869.2,1880.5,37.85,24.71,8.86,32.57,30.42,0.09
7.92,-3.6098,29.5486,North Atlantic Ocean,7903.8,2367.2,33.62,27.64,5.58,33.22,28.49,8.76
7.64,52.9676,13.2053,Arabian Sea,10768.9,223.5,30.47,4.01,7.02,19.46,17.07,1.91
8.34,81.3989,-70.9992,North Pacific Ocean,2176.2,774.2,32.11,9.21,9.53,43.31,13.97,5.46
7.81,64.4062,151.4533,Coral Sea,9868.2,2545.5,34.36,18.28,5.89,68.17,25.59,6.17
8.33,-3.8339,41.1225,North Atlantic Ocean,8637.0,442.4,38.46,29.88,9.52,93.44,45.07,3.03
8.06,-29.145,125.5131,Arabian Sea,1685.8,1625.4,33.55,-0.26,6.81,12.72,46.15,6.33
8.04,-48.4102,-156.1806,Baltic Sea,7309.1,1542.7,36.2,33.41,2.71,10.39,16.05,2.21
8.1,33.561,95.624,Gulf of Mexico,1339.1,1350.1,35.21,31.07,4.94,18.42,9.61,3.92
7.92,-14.8357,-85.4781,South Pacific Ocean,4211.5,1989.7,33.55,6.23,5.86,57.35,25.63,3.81
7.61,-64.3883,164.4269,North Atlantic Ocean,8421.7,1880.3,31.11,4.55,4.02,65.54,25.58,7.42
8.09,-81.1442,-127.6722,Norwegian Sea,10304.0,1202.0,38.74,17.73,1.6,2.65,6.97,0.42
7.92,14.7955,-141.2491,Red Sea,7919.4,1994.0,39.04,28.8,4.56,98.18,20.2,3.55
7.96,67.215,-56.1667,Bay of Bengal,2496.0,1543.9,31.87,20.43,3.07,79.49,31.96,5.45
8.1,-30.4675,-71.6403,North Pacific Ocean,8616.5,2682.1,30.75,10.75,5.01,23.04,8.14,2.96
7.64,-51.9419,174.9979,South Atlantic Ocean,6356.1,1936.3,39.84,7.42,6.15,62.47,14.9,2.26
7.74,0.5047,44.8497,Arabian Sea,4806.8,1346.9,35.07,24.39,7.7,60.39,34.27,6.17
7.79,45.4813,100.6089,South Atlantic Ocean,2394.9,647.0,32.74,11.81,1.78,64.56,41.59,7.17
7.88,-83.6662,-128.9745,Bering Sea,8105.1,1552.1,30.92,32.27,7.69,91.44,37.23,7.41
7.6,67.7935,178.3622,South Pacific Ocean,4749.9,2793.6,36.26,23.35,2.59,6.35,46.27,8.38
7.66,88.3863,131.4591,South Pacific Ocean,3115.9,2923.7,36.66,19.03,7.81,74.38,42.53,9.21
7.76,-9.6507,161.55,Arabian Sea,1590.5,377.1,38.64,-1.68,1.67,99.02,21.88,1.25
8.19,61.9956,-101.6989,Gulf of Mexico,6932.9,167.0,31.5,34.51,8.71,89.39,45.25,0.2
8.17,-14.6983,-63.504,North Atlantic Ocean,6603.5,2088.2,39.77,7.16,7.13,42.11,19.93,1.46
7.51,-71.073,133.5718,Caribbean Sea,10746.2,2592.7,37.99,17.26,3.91,63.34,11.61,3.02
7.57,0.4225,-45.8053,North Pacific Ocean,7873.6,2690.0,39.4,8.78,1.08,29.68,31.19,7.85
8.0,-58.0427,-175.129,Caribbean Sea,5778.3,1321.8,31.45,-1.06,1.5,69.3,48.73,9.22
7.93,-55.5612,157.9131,Southern Ocean,3813.5,1060.3,38.35,5.57,9.33,51.1,39.45,0.65
7.79,53.1637,-112.6068,Coral Sea,7855.3,1609.2,36.69,31.8,9.89,85.3,32.35,0.77
8.0,-71.4685,-174.8516,Caribbean Sea,3504.3,1026.5,32.16,10.81,3.06,74.8,40.59,0.11
7.7,-37.1013,-71.0417,South Pacific Ocean,2971.6,1720.3,38.25,3.13,2.05,1.98,3.48,5.26
7.64,-24.7899,66.4414,Red Sea,8854.6,1313.7,37.45,0.85,3.52,97.28,7.68,2.81
7.57,73.6663,48.1121,Indian Ocean,3125.5,1038.4,36.3,14.86,4.34,39.19,35.24,6.24
7.57,19.8046,-108.1652,Bay of Bengal,1588.0,-22.2,39.87,4.43,6.1,17.54,20.45,6.99
7.7,-79.8127,-11.9603,Southern Ocean,2012.0,2116.5,36.1,15.66,9.66,89.48,44.45,3.12
8.29,-39.406,64.8412,Bering Sea,6017.5,1098.3,36.04,9.81,1.21,63.9,5.39,8.91
8.3,-78.5072,26.0243,Gulf of Mexico,8805.3,1331.3,36.2,1.01,5.55,68.87,18.66,9.68
8.41,42.4685,81.7005,Norwegian Sea,2545.4,-408.8,35.45,10.03,7.26,14.72,32.89,4.75
8.16,-55.0304,-21.9787,Coral Sea,6603.1,2327.6,39.56,18.76,3.61,77.43,7.56,8.8
7.88,-49.8589,-39.3678,Bay of Bengal,351.7,468.6,38.98,27.15,4.53,75.66,20.52,3.06
7.63,-68.2673,-159.2406,Bay of Bengal,4966.2,1817.2,37.16,-1.87,4.42,97.96,43.27,3.5
7.72,33.9409,141.3845,Norwegian Sea,1326.5,628.1,38.29,13.17,5.71,67.6,2.2,1.16
7.94,3.2383,136.7007,Southern Ocean,10799.6,1890.8,34.01,4.02,5.4,9.64,45.98,4.47
7.75,-42.3328,-24.6091,Arabian Sea,4663.5,2923.2,39.71,18.88,1.58,37.94,25.96,1.97
7.82,52.6622,117.6327,Southern Ocean,1985.9,2735.0,36.82,1.47,3.77,9.36,30.13,1.1
8.44,14.7812,44.9126,North Pacific Ocean,8344.7,745.2,39.5,12.04,4.61,53.73,11.55,1.07
7.89,-57.3098,-89.0458,Coral Sea,2213.8,-429.0,34.92,21.92,2.89,22.98,21.18,8.11
7.65,-86.6731,-116.1506,Bering Sea,162.3,294.2,30.1,15.86,6.55,5.78,43.2,8.89
7.85,-73.7778,-161.466,North Pacific Ocean,4198.3,572.2,31.9,5.25,6.92,50.14,37.6,9.59
7.54,-29.7796,57.7316,North Atlantic Ocean,6781.0,187.3,37.04,13.87,4.97,40.72,47.9,2.93
8.12,-75.8721,-78.242,Arabian Sea,3208.1,2601.9,35.15,0.24,3.75,11.55,35.67,8.72
8.22,-46.1328,143.0871,Norwegian Sea,4681.9,579.9,38.02,23.52,5.46,89.7,16.68,4.78
7.9,-76.0787,127.4225,North Atlantic Ocean,3229.8,813.7,33.1,27.08,7.39,39.8,43.92,8.27
8.05,-76.5963,78.9955,Baltic Sea,9732.5,419.7,39.31,-1.8,4.66,67.47,17.4,6.63
8.37,-34.5242,41.6861,Indian Ocean,2699.5,1314.9,30.79,25.33,2.85,2.7,12.37,6.67
7.71,2.4432,153.6341,South Atlantic Ocean,1390.6,1557.3,38.7,10.33,6.89,10.94,3.57,4.38
7.66,-28.1911,124.1282,South Atlantic Ocean,4098.9,2608.4,36.28,3.4,5.62,76.18,14.5,0.11
7.76,-71.5007,-85.7215,South Pacific Ocean,3583.3,1932.2,38.38,12.62,7.05,25.52,11.31,8.86
7.72,-80.0242,-87.3391,Norwegian Sea,6492.9,1159.4,36.81,13.43,2.05,65.06,48.64,2.65
8.38,-54.7396,-172.16,Arabian Sea,8129.3,672.0,38.59,14.24,4.87,85.45,29.57,4.62
7.55,35.9519,-3.3437,South Pacific Ocean,9272.3,-499.4,34.85,14.33,2.32,85.07,4.18,9.83
7.58,30.2977,-15.9818,Red Sea,7097.0,1589.3,35.55,20.02,3.06,70.27,36.39,7.66
8.44,71.0108,-90.0106,Baltic Sea,10895.6,-67.4,30.13,0.38,6.75,73.17,40.84,0.77
7.89,74.2294,167.8956,Gulf of Mexico,6562.7,1846.6,37.72,8.04,7.03,7.55,0.7,9.96
8.0,48.9513,15.2695,North Pacific Ocean,176.9,2628.7,31.12,32.46,5.97,76.3,25.83,9.82
8.08,-86.935,-125.3562,South Atlantic Ocean,1721.7,934.0,36.13,-0.63,9.93,13.36,33.32,6.64
8.28,-70.4757,123.8095,Caribbean Sea,3895.1,577.3,34.45,26.21,2.92,71.25,3.91,7.5
8.21,43.1719,-20.1641,Caribbean Sea,3594.8,1339.1,39.7,8.95,3.49,59.01,4.6,4.24
7.87,58.7471,91.8594,Baltic Sea,3349.1,493.6,33.4,18.51,1.25,9.74,39.25,8.14
8.3,20.1207,-49.6913,Bay of Bengal,7247.9,-110.0,37.23,-1.68,8.6,48.44,36.93,2.28
8.25,-24.5282,-153.6026,Caribbean Sea,3132.7,2247.2,37.83,7.08,6.4,75.0,38.46,3.11
8.38,-56.8591,176.8727,Southern Ocean,3724.3,419.0,39.81,27.82,4.81,39.57,3.05,7.14
7.75,31.7625,119.2736,Bering Sea,10022.0,-197.2,31.66,28.89,3.0,92.46,34.3,0.57
7.59,-15.724,-100.1883,Arabian Sea,10373.9,228.7,37.82,15.47,5.67,65.51,20.12,0.45
7.61,-23.2391,120.7841,Norwegian Sea,29.4,668.6,33.64,31.43,4.01,14.33,11.52,9.58
8.04,-5.4185,111.4035,North Pacific Ocean,5200.2,2116.1,33.93,6.35,3.31,18.68,19.72,0.77
7.76,60.5429,108.8716,South Pacific Ocean,4345.6,2868.6,35.4,0.58,9.24,28.37,4.58,7.25
7.54,25.6835,-90.6613,South Atlantic Ocean,5406.9,506.4,33.9,33.19,9.12,85.23,6.14,0.88
8.34,9.9635,-123.3761,South Pacific Ocean,10541.2,2213.5,35.31,19.48,5.43,80.38,16.72,2.72
8.36,-32.4679,4.8122,Arabian Sea,7898.3,12.1,34.89,17.15,8.99,65.07,14.9,5.34
7.87,-31.3897,73.9659,Coral Sea,10526.0,2922.9,31.06,9.74,4.02,73.24,27.78,7.37
7.63,87.8676,-7.952,South Atlantic Ocean,3853.9,184.6,30.24,8.55,9.58,82.44,4.02,3.57
7.75,-5.0868,-28.0142,Gulf of Mexico,1651.0,1804.5,30.73,3.28,5.75,71.71,19.04,4.05
8.18,-48.3062,-13.3601,North Pacific Ocean,7217.9,-482.8,36.92,20.96,7.39,46.73,43.72,0.56
8.19,39.8765,163.7571,Caribbean Sea,6183.3,2324.5,37.08,-0.28,5.39,31.58,43.58,8.52
8.2,45.1097,152.7841,Baltic Sea,9371.4,2121.0,33.33,23.84,7.23,87.41,24.36,6.58
8.36,-21.6732,158.0952,Bering Sea,9618.6,493.7,31.83,27.57,3.78,59.15,40.64,0.94
8.38,51.655,-71.8488,Norwegian Sea,4389.4,-219.2,36.89,12.57,7.73,38.67,7.99,1.68
8.49,66.5875,-170.6242,Caribbean Sea,9323.8,1029.0,31.67,29.18,1.73,39.55,9.09,2.71
7.85,59.3392,171.4321,Baltic Sea,3522.7,-336.9,37.97,18.57,4.86,42.67,2.75,0.2
8.41,-76.9764,-156.7578,Arabian Sea,2254.8,-324.9,35.22,19.36,9.87,26.6,37.97,2.61
8.14,52.6232,158.6708,Coral Sea,5082.2,2412.6,30.35,0.14,4.27,22.75,32.88,9.29
7.62,-17.7818,-0.0083,Caribbean Sea,9194.0,1392.2,33.53,22.07,7.48,56.21,38.72,3.77
8.09,-70.7982,28.3374,Indian Ocean,5185.5,-159.0,39.22,8.11,9.91,3.0,15.91,4.88
7.88,70.6009,-149.8232,Southern Ocean,5115.8,2808.7,36.38,14.1,3.32,5.1,12.42,8.86
7.57,-1.9218,151.28,Southern Ocean,621.0,1652.8,38.64,4.14,9.96,86.64,24.9,3.27
7.75,67.8643,-125.5571,South Pacific Ocean,1201.0,2386.2,37.48,3.64,9.89,21.93,10.05,7.93
8.21,17.7476,137.333,North Atlantic Ocean,5017.3,1783.2,36.98,10.08,7.74,3.39,14.38,0.99
7.85,-31.4322,-110.3835,Coral Sea,5329.1,2468.3,30.59,19.31,7.08,99.13,12.09,1.99
8.15,14.0319,-113.0106,Bering Sea,1066.7,419.1,35.34,22.05,7.88,20.58,49.44,0.81
8.41,82.4376,-126.423,Indian Ocean,961.9,581.3,33.8,19.27,6.64,47.83,46.89,7.27
8.09,21.9871,-123.3077,Coral Sea,6679.3,1033.3,35.38,1.47,9.36,84.83,13.62,0.57
8.45,56.5437,61.1667,Indian Ocean,5951.1,1509.6,33.45,19.81,2.49,71.82,37.91,4.05
7.84,65.6638,-179.2064,South Atlantic Ocean,8050.5,82.3,39.74,33.4,5.98,34.18,38.08,8.73
8.38,-19.5621,107.7779,Arabian Sea,7823.7,1753.2,39.35,31.06,2.64,15.25,16.37,5.57
8.46,-61.8119,82.1298,Baltic Sea,3122.8,2840.3,38.79,15.33,3.0,60.66,25.14,5.77
8.02,85.608,-30.4035,Bay of Bengal,7310.3,2550.7,32.15,27.26,9.55,45.03,34.4,0.96
7.86,69.9379,119.29,Bay of Bengal,6289.3,450.7,36.99,15.05,3.45,4.97,7.92,2.89
7.85,16.7023,71.0755,Southern Ocean,102.7,1176.2,38.51,5.1,9.26,45.16,7.61,1.63
7.92,80.2805,169.6054,Red Sea,4648.3,1424.6,36.11,27.11,8.81,15.01,18.26,4.95
8.16,20.2005,56.9318,Baltic Sea,7645.4,1712.0,37.85,8.68,2.02,57.79,26.43,7.48
7.94,21.9735,46.2087,Indian Ocean,10015.3,1925.4,35.38,2.91,8.88,99.43,15.58,2.37
8.26,23.253,-142.2046,Southern Ocean,1394.3,2115.5,34.84,8.75,3.18,7.47,44.9,8.39
8.19,58.5535,141.0686,Caribbean Sea,2362.9,2350.3,36.79,11.09,9.7,66.79,27.35,2.85
7.83,-33.6956,44.9512,South Pacific Ocean,8355.0,-167.3,32.88,6.77,9.8,96.1,0.52,4.58
